Frame 0: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1203: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1204: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1204: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1204: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1205: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1205: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1205: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1206: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1206: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1206: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1207: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1207: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1207: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1208: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1208: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1208: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1209: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1209: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1209: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1210: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1210: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1210: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1211: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1211: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1211: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1212: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1212: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1212: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1213: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1213: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1213: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1214: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1214: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1214: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1215: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1215: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1215: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1216: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1216: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1216: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1217: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1217: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1217: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1218: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1218: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1218: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1219: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1219: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1219: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1220: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1220: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1220: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1221: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1221: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1221: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1222: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1222: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1222: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1223: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1223: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1223: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1224: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1224: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1224: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1225: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1225: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1225: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1226: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1226: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1226: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1227: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1227: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1227: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1228: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1228: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1228: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1229: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1229: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1229: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1230: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1230: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1230: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1231: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1231: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1231: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1232: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1232: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1232: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1233: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1233: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1233: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1234: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1234: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1234: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1235: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1235: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1235: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1236: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1236: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1236: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1237: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1237: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1237: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1238: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1238: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1238: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1239: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1239: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1239: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1240: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1240: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1240: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1241: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1241: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1241: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1242: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1242: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1242: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1243: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1243: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1243: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1244: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1244: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1244: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1245: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1245: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1245: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1246: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1246: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1246: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1247: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1247: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1247: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1248: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1248: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1248: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1249: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1249: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1249: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1250: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1250: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1250: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1251: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1251: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1251: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1252: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1252: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1252: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1253: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1253: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1253: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1254: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1254: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1254: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1255: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1255: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1255: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1256: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1256: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1256: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1257: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1257: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1257: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1258: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1258: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1258: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1259: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1259: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1259: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1260: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1260: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1260: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1261: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1261: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1261: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1262: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1262: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1262: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1263: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1263: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1263: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1264: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1264: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1264: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1265: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1265: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1265: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1266: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1266: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1266: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1267: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1267: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1267: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1268: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1268: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1268: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1269: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1269: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1269: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1270: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1270: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1270: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1271: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1271: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1271: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1272: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1272: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1272: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1273: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1273: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1273: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1274: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1274: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1274: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1275: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1275: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1275: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1276: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1276: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1276: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1277: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1277: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1277: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1278: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1278: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1278: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1279: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1279: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1279: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1280: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1280: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1280: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1281: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1281: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1281: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1282: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1282: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1282: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1283: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1283: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1283: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1284: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1284: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1284: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1285: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1285: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1285: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1286: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1286: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1286: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1287: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1287: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1287: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1288: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1288: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1288: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1289: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1289: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1289: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1290: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1290: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1290: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1291: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1291: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1291: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1292: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1292: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1292: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1293: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1293: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1293: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1294: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1294: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1294: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1295: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1295: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1295: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1296: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1296: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1296: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1297: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1297: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1297: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1298: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1298: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1298: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1299: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1299: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1299: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1300: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1300: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1300: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1300: ('bank', 'stands', 'beside', 'river') → REJECTED (A↔B)
Frame 1301: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1301: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1301: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1302: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1302: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1302: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1303: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1303: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1303: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1304: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1304: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1304: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1305: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1305: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1305: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1306: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1306: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1306: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1307: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
