Frame 0: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1211: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1211: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1212: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1212: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1212: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1213: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1213: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1213: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1214: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1214: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1214: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1215: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1215: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1215: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1216: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1216: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1216: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1217: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1217: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1217: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1218: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1218: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1218: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1219: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1219: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1219: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1220: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1220: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1220: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1221: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1221: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1221: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1222: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1222: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1222: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1223: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1223: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1223: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1224: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1224: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1224: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1225: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1225: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1225: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1226: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1226: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1226: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1227: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1227: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1227: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1228: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1228: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1228: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1229: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1229: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1229: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1230: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1230: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1230: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1231: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1231: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1231: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1232: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1232: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1232: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1233: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1233: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1233: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1234: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1234: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1234: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1235: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1235: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1235: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1236: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1236: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1236: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1237: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1237: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1237: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1238: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1238: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1238: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1239: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1239: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1239: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1240: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1240: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1240: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1241: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1241: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1241: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1242: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1242: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1242: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1243: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1243: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1243: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1244: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1244: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1244: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1245: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1245: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1245: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1246: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1246: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1246: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1247: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1247: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1247: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1248: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1248: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1248: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1249: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1249: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1249: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1250: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1250: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1250: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1251: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1251: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1251: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1252: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1252: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1252: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1253: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1253: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1253: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1254: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1254: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1254: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1255: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1255: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1255: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1256: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1256: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1256: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1257: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1257: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1257: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1258: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1258: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1258: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1259: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1259: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1259: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1260: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1260: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1260: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1261: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1261: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1261: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1262: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1262: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1262: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1263: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1263: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1263: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1264: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1264: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1264: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1265: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1265: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1265: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1266: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1266: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1266: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1267: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1267: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1267: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1268: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1268: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1268: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1269: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1269: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1269: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1270: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1270: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1270: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1271: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1271: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1271: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1272: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1272: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1272: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1273: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1273: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1273: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1274: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1274: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1274: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1275: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1275: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1275: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1276: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1276: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1276: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1277: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1277: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1277: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1278: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1278: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1278: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1279: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1279: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1279: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1280: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1280: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1280: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1281: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1281: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1281: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1282: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1282: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1282: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1283: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1283: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1283: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1284: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1284: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1284: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1285: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1285: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1285: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1286: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1286: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1286: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1287: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1287: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1287: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1288: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1288: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1288: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1289: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1289: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1289: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1290: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1290: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1290: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1291: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1291: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1291: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1292: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1292: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1292: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1293: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1293: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1293: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1294: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1294: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1294: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1295: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1295: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1295: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1296: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1296: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1296: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1297: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1297: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1297: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1298: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1298: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1298: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1299: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1299: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1299: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1300: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1300: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1300: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1300: ('bank', 'stands', 'beside', 'river') → REJECTED (A↔B)
Frame 1301: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1301: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1301: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1302: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1302: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1302: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1303: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1303: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1303: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1304: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1304: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1304: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1305: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1305: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1305: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1306: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1306: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1306: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1307: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1307: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1307: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1308: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1308: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1308: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1309: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1309: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1309: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1310: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1310: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1310: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1311: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1311: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1311: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1312: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1312: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1312: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1313: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1313: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1313: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1314: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1314: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1314: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1315: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1315: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1315: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1316: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1316: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1316: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1317: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1317: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1317: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1318: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1318: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1318: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1319: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1319: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1319: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1320: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1320: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1320: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1321: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1321: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1321: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1322: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1322: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1322: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1323: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1323: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1323: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1324: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1324: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1324: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1325: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1325: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1325: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1326: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1326: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1326: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1327: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1327: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1327: ('dog', 'chases', 'cat') → REJECTED (A↔B)
